"","analysis_score","analysis_text"
"81",0,"""Double Cardan Shaft"" by @cardanshaftcn on @LinkedIn https://t.co/QRCoyRJFqr"
"82",1,"Couldn't have said this better myself http://t.co/K7cDG3hAjB"
"83",0,"Everything is connected. What is your step today and how do you want to show up? Even the smallest action or change â¦https://t.co/Ai8Kfd4nBm"
"84",0,"""Forget Myers-Briggs: To Build a Great Team, Focus on 'Factor C'"" by @CassSunstein on @LinkedIn https://t.co/dbNzaUZySB"
"85",0,"The Value of Mobile Internal Communication #internalcomms #mobile http://t.co/FW94X13Ym8"
"86",0,"Why Most CEOs Should Be Fired or Reprimanded"" by @WCWPartners on @LinkedIn https://t.co/RImJTTggJ5"
"87",0,"How Microsoft Dynamics Online #MSDynCRM beats #Salesforce? https://t.co/yB6QtbRGMq"
"88",0,"Kim:Wilson https://t.co/THgvsUF1pX"
"89",0,"It's Ok Not to Have a Billion-Dollar Success Story https://t.co/OYe9UHwiv3"
"90",0,"Pinterest and LinkedIn are stand-alone networks. There is much less crossover usage with other networks... http://t.co/bEvKGe6PNS"
"91",0,"For details of all our #jobs, tips for job hunters &amp; #financialservices industry #news, follow us on #Linked IN http://t.co/iYYDuwk4DW"
"92",0,"Using NLP for Creativity https://t.co/XIeeCaz0NF"
"93",0,"@pekesmail thanks 4 follow PS | Lets connect http://t.co/Hrh4sldFe4 http://t.co/aLu4qvIVsM"
"94",0,"@Cafer0634 @air_florida @Gracioustech @merritt6291 thanks 4 follow PS | Lets connect http://t.co/Hrh4sldFe4 http://t.co/aLu4qvIVsM"
"95",0,"@xexezazydep @JedSkillit @JONATHANAVEIGA2 @UNAMFAD thanks 4 follow PS | Lets connect http://t.co/Hrh4sldFe4 http://t.co/aLu4qvIVsM"
"96",-1,"My LinkedIn news feed is turning into a spam-fest. Share GOOD stuff ppl  - no self-publicising crap or sharing PR spin disguised as news"
"97",1,"A really good article @MyNakedAmbition https://t.co/r1j4oFckB5"
"98",0,"RT @Bill_Gross: No one is as happy as they seem on Facebook, as depressed as they seem on Twitter, or as employed as they seem on LinkedIn.â¦"
"99",0,"*Body Language* 10 Worst Body Language Mistakes You Can Make In a Job Interview - via LinkedIn... http://t.co/U7G1mtmGfA"
"100",0,"Excellent coverage of using #WordPress in a startup context addressed to beginners. http://t.co/YI0MX3mhnK #minimumviableproduct #MVP"
"101",0,"RT @HerveBommelaer: The Ultimate Guide to Expanding Your #LinkedIn Network [Infographic] #networking http://t.co/IMjzZyswdo"
"102",0,"Will #Robots make our lives better or worse? http://t.co/fpwPgyNn6n #Artificialntelligence @IFR_Robots @ilo http://t.co/L3anadFtG1"
"103",0,"Job opportunity: #AnalystRelations Manager at @Lookout - San Francisco Bay Area #jobs https://t.co/u4vJRNLeHd"
"104",0,"Google is currently pulling in profiles from Facebook, Twitter, Google+, Instagram, YouTube, LinkedIn and Myspace... http://t.co/JjVyWJFEDT"
"105",0,"NEURS is similar to LinkedIn except it's for entrepreneurs; this is not network marketing or direct sales http://t.co/l3xH15NLJq"
"106",0,"The Best #BigData Jokes Ever! 
by @BernardMarr 
#BigDataAnalytics #Analytics
https://t.co/HSLYfwQ44P http://t.co/JklxnFNHwR"
"107",0,"""7 Unexpected Signs You Might be an Entrepreneur"" by @invoker on @LinkedIn https://t.co/7wvZo7Vszg"
"108",0,"RT @criszizi: The 6 Best Marketing Campaigns of 2014 #marketing #strategy #contentmarketing #brand #storytelling #socialmedia https://t.co/â¦"
"109",0,"Be Flexible â be a Toller (and transform your customersâ raw material) https://t.co/LKB7pM9VTJ"
"110",0,"3 MISTAKES MANAGERS MAKE https://t.co/zzpwG36xWP"
"111",0,"Job opportunity: Manager, Industry #AnalystRelations at @FICO - Washington D.C. Metro Area #jobs https://t.co/vljs08p7Ul"
"112",-2,"""Cognos is wrong."" One of the most frustrating, throw-away phrases I hear...Great article @PACScales http://t.co/NKBy2b2mwY @ibmcognos"
"113",0,"The Rise of Geeks &amp; Fashionistas Together http://t.co/aWpyrepcbS #fashion #ecommerce http://t.co/UedrwtMo4R"
"114",0,"The Most Important Hour of Your Life http://t.co/IkJ1tWupHu by @GregoryMcKeown"
"115",0,"#LinkedIn Etiquette Guide: 20 Doâs &amp; Donâts - http://t.co/AMDijSaXAB by @MelonieDodaro #smm"
"116",0,"""Natural Ways to Maintain Beautiful Youthful Skin â with Lifestyle"" by @DrAkoury on @LinkedIn https://t.co/3TXkKwdaBq"
"117",0,"""SWP cardan shaft "" by @cardanshaftcn on @LinkedIn https://t.co/3zOawaScbj"
"118",0,"Job opportunity: Manager, Industry Analyst Relations at @FICO - Austin, Texas Area #jobs https://t.co/b68yPCnyY9"
"119",0,"Solo #PR Pro's; It's a Marathon, not a Sprint... http://t.co/Ml4hMGvtaB"
"120",0,"Lisa:Thiel (4500 )contacts https://t.co/Mby0MJ5hmi"
"121",0,"Check out the latest news, insights, and opportunities from The World Bank. https://t.co/VCA3gZOqTY"
"122",3,"â@LinkedIn: The first step is a leap of faith worth taking. #MLKDay http://t.co/M0WHrbnTtKâ #startup #motivation #innovation"
"123",1,"@BreadBoi Would love to connect on Linkedin http://t.co/hqVobmGUIh or here's our blog http://t.co/MhIhfdfJIE"
"124",0,"RT @linkedinselling: How Sales Managers Can Step Up Social Selling Adoption #leadership http://t.co/nNV1SsAshN"
"125",0,"hear hear ""Want to Make More Money? Marry the Right Person, Science Says"" by @jeff_haden on @LinkedIn https://t.co/i0st3RFxV3"
"126",0,"#DevelopMentalBreakdown: Made-Up Problems http://t.co/rHFVN6o20D Table of Contents: http://t.co/QCgcEUPvcj"
"127",0,"RT @SocialMediaLond: 20 Facebook, Twitter, LinkedIn &amp; Pinterest Features You Didn't Know Existed http://t.co/fe2rcpPdP5 #smlondon http://t.â¦"
"128",1,"Reviews - 10 rickety linkedin favor strategies: MdjGQ"
"129",0,"""SWP universal joint shaft"" by @cardanshaftcn on @LinkedIn https://t.co/QgsGLWd3BY"
"130",0,"""3 simple ways to engage your audience (at events)""  https://t.co/3k2kw259DU"
"131",0,"RT @ravikikan: Top 5 Kickass #Startups Of Today http://t.co/7IE2pt8dk7 @startoutcon @PowerOfHug @era81official @hispalando #linkedIn #smallâ¦"
"132",-1,"Whoa, now that's some blow...... http://t.co/3JBqV4fUue"
"133",0,"RT @2morrowknight: ""Where Are #Women Most Likely To Be Your Boss?"" / #LinkedIn #workplace #business RT @lilianwhite http://t.co/pK3HLHpXNo"
"134",1,"Very cool article about teamwork https://t.co/2yt1VY5Jyd"
"135",0,"""An Insight To Procedures Of Company Formation In RAK"" on @LinkedIn https://t.co/o8NVe3lSn8"
"136",0,"RT @JohnRockley: Why you should stop saying STRATEGY. #biz #pr https://t.co/WJ9Y3XzpbY"
"137",1,"RT @jonfestinger: ""Why Bitcoin is and isn't like the Internet"" by @Joi on @LinkedIn https://t.co/H0Bf7rr4Zu"
"138",0,"Best Time And Days To Post On Facebook, Twitter, LinkedIn Or Google+ http://t.co/kaP3MAehuL"
"139",0,"""SAP HANA in Manufacturing: Business Value in Real Time"" on @LinkedIn https://t.co/OJCapA41oz"
"140",0,"@Print365ie Thanks for following! Check us out on LinkedIn too.  http://t.co/x4iaAVEzUL"
"141",1,"Very clear post on the definitions of Seed, Series A, and Series B Rounds and their evolution.  http://t.co/XbZF1zJh1H @jason"
"142",0,"RT @IrishTimes: LinkedIn calls on builders, waiters and carpenters to join network http://t.co/Z9BsbBBlA8 via @IrishTimesBiz http://t.co/rmâ¦"
"143",0,"Check out the latest news, insights, and opportunities from EBRD. https://t.co/zn0fnqXMpq"
"144",0,"""Stop Apologizing for Being Creative "" by @humanworkplace on @LinkedIn https://t.co/Urm0smu47x"
"145",0,"Data-Driven Insights on LinkedIn Publishing and SEO http://t.co/REXt7mh4JR http://t.co/brrKWvxWqP"
"146",1,"7 simple steps to create the perfect LinkedIn post | https://t.co/BenAzfXnFV #contentmarketing"
"147",0,"Regional Director of Sales - Europe and Middle East https://t.co/w5fJ23jRnb"
"148",0,"LinkedIn is the shit , wonder why we don't utilise  it #Professionally that is"
"149",0,"Are you an #entrepreneur? ... 7 signs that you are! https://t.co/4po4vYgmzE â¦ #StartUp #Characteristics #Business #Success @UKBusinessRT"
"150",-1,"RT @fabiomoioli: Digital Innovation: is it killing or saving the Telecom World? #IoT #M2M #Mobile-Pay #BigData http://t.co/cMC5KZW58G http:â¦"
"151",1,"RT @tek_fin: Our investment thesis RT @mdudas: ""Why Bitcoin is and isn't like the Internet"" via @Joi: https://t.co/SruJxGCj3e http://t.co/0â¦"
"152",0,"The 6 Best Marketing Campaigns of 2014 https://t.co/Wxkx8O294A"
"153",0,"@sportislife I am on Linkedin please connect with me http://t.co/hqVobmGUIh or here's our blog http://t.co/MhIhfdfJIE"
"154",0,"What's next for mobile commerce? https://t.co/RSaChmAdCn"
"155",0,"Year #PositiveIreland Day 280 Taking Surf Boards to California @NITechMission https://t.co/MbvFRAPXbO"
"156",0,"Director of Engineering https://t.co/0KRGaxhwEi"
"157",0,"Detailed Guide: The Ultimate Off-Page SEO Factors #ShaneBarker https://t.co/0KaudPGxzI"
"158",0,"She Lied to Me: A Great Customer Service Experience Turns Ugly https://t.co/oSkj8Z2bLu"
"159",0,"RT @hootsuite: 7 surprising traits of entrepreneurs: http://t.co/phWA0zyVfX Hootsuiteâs CEO @invoker weighs in on @LinkedInPulse http://t.câ¦"
"160",0,"RT @trinityadam: Do What Others are NOT Doing Use LinkedIn to Grow Your Business SEE How at: http://t.co/ePa6N5Tc4c ReTweet http://t.co/hw3â¦"
"161",0,"@NoahLabhart Hi, Any possibilities of working remotely ? My LinkedIn  http://t.co/ejcefE2MGV
@GLabApps"
"162",0,"#Twitter, #Facebook and #Linkedin for your #SEO campaigns. http://t.co/Qh1R4Il7ec"
"163",1,"When u check on your friends LinkedIn account, you feel like you are the only one fucked up in career choices. Lesson is avoid comparison!"
"164",0,"RT @10to12bizclub: 33 LinkedIn Tips for Businesses (Infographic) http://t.co/6o9wOs28fK"
"165",0,"Seven Tips for Establishing the Boundary between Boss and Buddy https://t.co/vOhNhH9iVf"
"166",0,"Analysts vs. Data Scientists (and How to Get Value From Them) https://t.co/iiBqWMv9CX"
"167",0,"An infographic
Best Time And Days To Post On @facebook , @twitter , @LinkedIn  Or @Google+
http://t.co/Pjgwt23hwE"
"168",0,"""YOU DON'T SMOKE...OR MAYBE YOU DO!"" by @SubrataKar on @LinkedIn https://t.co/ysZOVcD523"
"169",0,"Lead Generation Specialist https://t.co/b1DiecGmyj"
"170",0,"Good Vs Evil https://t.co/20vSLg6O4f"
"171",0,"RT @brandyorkshire: Please join us in 2015 at our active Linkedin group with over 4700 members. We look forward to hearing from you! http:/â¦"
"172",0,"Linkedin Tipleri http://t.co/wpMiVJ2oDy"
"173",0,"RT @RussLoL: #CustomerService Should Not Be Antisocial on @LinkedIn http://t.co/nsUlev4v37 #custserv"
"174",0,"How to Raise a Successful Entrepreneur http://t.co/kX4ZtNiypZ"
"175",0,"5 questions every start-up should ask before diving in the deep end with potential investors vÃ­a @watify http://t.co/JrX4QxZcK1"
"176",0,"12 Surprising Facts About Entrepreneurs: http://t.co/XuGFfwCnBS"
"177",0,"12 Days of Social Media: Top Tips for LinkedIn http://t.co/lGp42aXTWU #LinkedIn #Twitter #facebook #alwayson"
"178",-1,"RT @YANNICKL74: Facebook at Facebook at Work : une menace pour Linkedin ? https://t.co/nqHWUm7dJ5"
"179",0,"Where Will Social Media Users Go In 2016? https://t.co/hWrY1fqBR8"
"180",0,"LinkedIn seeks to embrace left-out blue-collar workers - http://t.co/ZW3VGUdJmR | Management http://t.co/EiMK2GBZ6M"
"181",1,"Promote your company on 40Billion, Twitter, Facebook, LinkedIn, &amp; Google. As low as $25 per month. Start free: http://t.co/Rs2dC9BNuT"
"182",0,"Time to Amend Reservation Policy https://t.co/C0kghf35qJ"
"183",0,"RT @Bill_Gross: No one is as happy as they seem on Facebook, as depressed as they seem on Twitter, or as employed as they seem on LinkedIn.â¦"
"184",0,"!Companies in SA stop forcing staff to be on a specific medical scheme. | | LinkedIn http://t.co/HeFguXt4IC http://t.co/AFpVoCUzsw"
"185",0,"Good or Bad: I've Learned From All of My Bosses https://t.co/lPqyHlg1uY"
"186",1,"It's nice to see time go by: ""A year ago to the day"" by @JuanG294 on @LinkedIn https://t.co/ZeAy7uYMEo"
"187",0,"How I Easily Got 25% More Views on My LinkedIn Profile http://t.co/M7opDLg2MY #digitalmarketing #ideas http://t.co/e68gFcyKhP"
"188",0,"How I Easily Got 25% More Views on My LinkedIn Profile http://t.co/naPzd49qUB #blogging #smm http://t.co/1xD1Tb1063"
"189",0,"How I Easily Got 25% More Views on My LinkedIn Profile http://t.co/q6Fel4SCww #marketing #tools http://t.co/K8YOvpRykE"
"190",0,"Cybercriminals targeting @LinkedIn users, says Symantec #cyberattacks http://t.co/UPfk2MNrEr"
"191",0,"How I Easily Got 25% More Views on My LinkedIn Profile http://t.co/8ggJEeCY48 #blogging #ideas http://t.co/OubOp0ibBh"
"192",1,"Thank you LinkedIn for the token of appreciation! #grateful http://t.co/Tcpqn8S8eC"
"193",1,"""Want to develop in your company? 5 tips for early career progress"" by @PaulWalker1973 on @LinkedIn https://t.co/0WupSO7xM9"
"194",1,"Follow the Call Centre HUB LinkedIN Company page for some great insights on Service Improvement Solutions - http://t.co/i4sxuMHXpr"
"195",0,"RT @BernardMarr: The Most Amazing Big Data Stories Of The Past 12 Months | Bernard Marr | LinkedIn http://t.co/nLzIRTr83f

#BigData
#Analytâ¦"
"196",0,"#realestate Home Sales Rose by 14% in November: The number of home sales registered in ... http://t.co/xYXQ3fUudF http://t.co/jXbD5e06cu"
"197",0,"http://t.co/7eBvOZnJGs launches the VIDI Affiliate Program, https://t.co/woAvrn4GLq #affiliate #onlinearketing #offers #merchants #vidi"
"198",2,"Very proud to receive another #Linkedin #recommendation . You can check it out here https://t.co/fdfo7Erg8a"
"199",0,"RT @IrishTimesBiz: LinkedIn calls on builders, waiters and carpenters to join network http://t.co/CQRixGvYWD http://t.co/lEuArhIJGX"
"200",0,"""Why my favourite team building activity is a shared lunch"" by @jocranford on @LinkedIn http://t.co/INe02cUknO"
"201",0,"Reality of social media data &amp; elections by @gareth_ham https://t.co/2l1grWMFqn"
"202",-1,"How to update your #LinkedIn profile, without making your boss suspicious .. - http://t.co/i3X4swEryJ"
"203",0,"""Achievement Is Talent Plus Preparation"" ~ Malcolm Gladwell https://t.co/wo3R0rT2KB"
"204",1,"""The two steps to success"" by @PaulWalker1973 on @LinkedIn https://t.co/xZLxmIfhVW Tip@LinkedInPulse"
"205",0,"LinkedIn calls on builders, waiters and carpenters to join network http://t.co/CQRixGvYWD http://t.co/lEuArhIJGX"
"206",1,"Idea of the Day: January 20, 2015Stats on social mediaDid you know that LinkedIn is by far the top social medi... http://t.co/CeuLMeU3Wh"
"207",1,"Idea of the Day: January 20, 2015Stats on social mediaDid you know that LinkedIn is by far the top social medi... http://t.co/IucyXV2C6l"
"208",0,"RT @BernardMarr: The Most Amazing Big Data Stories Of The Past 12 Months | Bernard Marr | LinkedIn http://t.co/nLzIRTr83f

#BigData
#Analytâ¦"
"209",0,"Technology and Data = the huge potential of ""Big Data"", especially for Healthcare ! But we need an open approach to â¦https://t.co/vDtpO5FOyZ"
"210",4,"Aggrandized courteous functions by linkedin are hand-in-hand as far as improved work wonders by use of rates: cLmTs"
"211",0,"""SWC225 cardan shaft"" by @cardanshaftcn on @LinkedIn https://t.co/olCWMxtvp5"
"212",0,"""Don't pick a job. Pick a Boss. https://t.co/gnPOAeOtPm"
"213",0,"Search Engine Optimization Specialist https://t.co/Xglvy8oAKw"
"214",0,"5 Skills Every Chief Digital Officer Needs... Via @LinkedIn http://t.co/sHPkKUccF1"
"215",0,"Stalking tip: when stalking someone on Linkedin, make sure u do it while ur logged out."
"216",-2,"RT @lucdecleir: Check out my article about collaboration in the cloud, and the Romans! https://t.co/pvDJCMWQz4 #cloud #OpenStack #HP"
"217",0,"RT @ericssonservice: Want to dive a little deeper into #bigdata or the #IoT?  You can follow us on LinkedIn too: http://t.co/ZaX7oeVcbX"
"218",0,"RT @digitindia: Cybercriminals now targeting LinkedIn users, claims Symantec

http://t.co/vqn2ZbROI6 http://t.co/oNGykmo4YW"
"219",1,"RT @theCIOB: Why is #LinkedIn so important? Social Media Consultant @SuButcher tells us. To find out more head to our CPD Portal http://t.câ¦"
"220",-1,"""Village Panchayats in the country and to use the hall as a limited company "" by @kishan13g on @LinkedIn https://t.co/ZUu0poO6GA"
"221",1,"Plus you will have an amazing team! :-) https://t.co/qml98Jj0rs"
"222",0,"Making the Honeymoon Period Count https://t.co/yNf0SRqwGl"
"223",0,"Cybercriminals now targeting LinkedIn users, claims Symantec

http://t.co/vqn2ZbROI6 http://t.co/oNGykmo4YW"
"224",0,"Cybercriminals now targeting LinkedIn users, claims Symantec

http://t.co/LqvhhKDXo3 http://t.co/y594Z3DuhV"
"225",0,"RT @ravikikan: Top 5 Kickass #Startups Of Today http://t.co/7IE2pt8dk7 @startoutcon @PowerOfHug @era81official @hispalando #linkedIn #smallâ¦"
"226",0,"Check out the latest news, insights, and opportunities from Quantum Profile Systems Ltd.. https://t.co/mBRmTWifBI"
"227",0,"Check out the latest news, insights, and opportunities from Quantum Profile Systems Ltd.. https://t.co/hmJzy3bZtJ"
"228",0,"Check out the latest news, insights, and opportunities from Quantum Profile Systems Ltd.. https://t.co/Oguhx9Kpef"
"229",1,"RT @chrisabraham: Who will win the battle for the enterprise, LinkedIn or Facebook? Hear the story on FIR 791. http://t.co/PF2X7v1twi"
"230",0,"RT @AcademyOfRock: A new post on @Linkedin - ""Using NLP for Creativity"" https://t.co/gmCr7dcvE5 #NLP #Creativity #Negotiation RT"
"231",1,"Permanent position available: SCCM Engineer - Gauteng - Salary: Market Related http://t.co/Le6nhE1Phg"
"232",0,"RT @brianmawdsley: Take a look at this new blog post. LinkedIn, The professional Network http://t.co/6yfmUOYNKM RT please. #LinkedIn"
"233",-1,"#realestate Multi freehold blocks provide highest gross yields in UK for landlords:  Mu... http://t.co/UfVLknCebN http://t.co/jXbD5e06cu"
"234",0,"'i woke up early,there was no worm' https://t.co/SFFxlTs4Xk"
"235",0,"@KnowledgeHut Used the 'opt out' link. We'll see if that makes any difference. Don't remember ever registering &amp; guess it is via @LinkedIn."
"236",0,"Check out this job! http://t.co/Wosn6DJAk7"
